"Booking No","Ticket Type","Ticket Count","Ticket Amount","Processing Fee","Ticket Fee","Platform Fee","Agent Fee","Discount Amount","Grand Total","Payment Status","Booking Status","Event Name","Organizer","Venue","Created Date","Stripe Revenue","Eventox Revenue","Organizer Revenue","Refund Amount","Actions"
"EV1760905961905TXV5U8","Hamilton Samajam Memeber Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-19T20:32:41.944Z","1.15","0.16","29.99","0",""
"EV17609456545991ZHHUP","Hamilton Samajam Memeber Special","4","84.98","2.29","2","0","0","0","89.27","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-20T07:34:14.609Z","2.71","1.58","84.98","0",""
"EV17610003443887IRRJT","URM Association Rotorua Member Special- 29.99","1","29.99","0.81","0.5","0","0","0","31.3","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-20T22:45:44.407Z","1.15","0.16","29.99","0",""
"EV1761014987876H4LDDZ","Kids 3 to 13","3","79.99","2.16","1.5","0","0","0","83.65","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-21T02:49:47.901Z","2.56","1.1","79.99","0",""
"EV1761015146052H9BZGN","Kids 3 to 13","3","79.99","2.16","1.5","0","0","0","83.65","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-21T02:52:26.085Z","2.56","1.1","79.99","0",""
"EV17610271888271M5Q5Z","Partner’s Special","2","50","1.35","1","0","0","0","52.35","expired","expired"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-21T06:13:08.840Z","1.71","0.64","50","0",""
"EV17610276137671X12UD","Partner’s Special","2","50","1.35","1","0","0","0","52.35","",""," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-21T06:20:13.773Z","1.71","0.64","50","0",""
"EV17610344624129NJA4J","Hamilton Samajam Memeber Special","3","84.98","2.29","1.5","0","0","0","88.77","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-21T08:14:22.455Z","2.7","1.09","84.98","0",""
"EV176103467079301T10W","Family Pack ","8","158","4.27","4","0","0","0","166.27","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-21T08:17:50.817Z","4.79","3.48","158","0",""
"EV176103484410573CI6T","General Admission","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-21T08:20:44.147Z","1.15","0.16","29.99","0",""
"EV176107379892474Z91R","ATMA Inc Tauranga Member Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-21T19:09:58.932Z","1.15","0.16","29.99","0",""
"EV17610740451883RA7XJ","VIP tickets","2","100","2.7","1","0","0","0","103.7","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-21T19:14:05.195Z","3.1","0.6","100","0",""
"EV1761095435729KMXGUC","General Admission","5","153","4.13","2.5","0","0","0","159.63","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T01:10:35.769Z","4.61","2.02","153","0",""
"EV1761096866839UZLPUL","Hamilton Samajam Memeber Special","3","89.97","2.43","1.5","0","0","0","93.9","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T01:34:26.875Z","2.84","1.09","89.97","0",""
"EV1761107988116OIF5UX","Hamilton Samajam Memeber Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T04:39:48.154Z","1.15","0.16","29.99","0",""
"EV1761112644269YUYG6Z","General Admission","2","59.98","1.62","1","0","0","0","62.6","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-22T05:57:24.302Z","1.99","0.63","59.98","0",""
"EV1761113767084WAPT2A","Hamilton Samajam Memeber Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T06:16:07.129Z","1.15","0.16","29.99","0",""
"EV1761114790962FWFGKL","General Admission","1","29.99","0.81","0.5","0","0","0","31.3","expired","expired"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-22T06:33:10.986Z","1.15","0.16","29.99","0",""
"EV1761119709698KZC7Z2","Adult","4","160","4.32","7.2","0","0","0","171.52","paid","confirmed","Moksha With Srinivas ""Sangamam"" New Zealand Tour 2025","Moksha Base & Shelz Media","","2025-10-22T07:55:09.704Z","4.93","6.59","160","0",""
"EV1761122920609UHV0BC","General Admission","5","108.99","2.94","2.5","0","0","0","114.43","expired","expired"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-22T08:48:40.638Z","3.39","2.05","108.99","0",""
"EV17611229451648ELKC9","General Admission","5","108.99","2.94","2.5","0","0","0","114.43","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-22T08:49:05.190Z","3.39","2.05","108.99","0",""
"EV1761124120369725DEK","Hamilton Samajam Memeber Special","2","54.99","1.48","1","0","0","0","57.47","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T09:08:40.402Z","1.85","0.63","54.99","0",""
"EV1761124121157HM9LVY","Hamilton Samajam Memeber Special","2","54.99","1.48","1","0","0","0","57.47","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T09:08:41.164Z","1.85","0.63","54.99","0",""
"EV17611241215587RX89J","Hamilton Samajam Memeber Special","2","54.99","1.48","1","0","0","0","57.47","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-22T09:08:41.564Z","1.85","0.63","54.99","0",""
"EV1761183093308D5JWEJ","Partner’s Special","2","50","1.35","1","0","0","0","52.35","expired","expired"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-23T01:31:33.360Z","1.71","0.64","50","0",""
"EV1761183317718Z8FUJW","Student","2","50","1.35","1","0","0","0","52.35","paid","confirmed","Pakka Local NZ First Anniversary  SIX EIGHT LIVE","PakkaLocal NZ","","2025-10-23T01:35:17.751Z","1.71","0.64","50","0",""
"EV1761193691254BHY603","Family Pack ","8","158","4.27","4","0","0","0","166.27","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-23T04:28:11.279Z","4.79","3.48","158","0",""
"EV1761196262686B0MBLW","Partner’s Special","2","50","1.35","1","0","0","0","52.35","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-23T05:11:02.694Z","1.71","0.64","50","0",""
"EV1761200667753GQLOKE","Hamilton Samajam Memeber Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-23T06:24:27.787Z","1.15","0.16","29.99","0",""
"EV1761202028178078MNT","Student","2","50","1.35","1","0","0","0","52.35","paid","confirmed","Pakka Local NZ First Anniversary  SIX EIGHT LIVE","PakkaLocal NZ","","2025-10-23T06:47:08.216Z","1.71","0.64","50","0",""
"EV1761219012051DV0R74","General Admission","2","78","2.11","1","0","0","0","81.11","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-23T11:30:12.082Z","2.49","0.62","78","0",""
"EV1761250691272FCWKEO","Kids 3 to 13","1","25","0.68","0.5","0","0","0","26.18","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-23T20:18:11.316Z","1.01","0.17","25","0",""
"EV1761258240877SBKF81","Partner’s Special","2","50","1.35","1","0","0","0","52.35","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-23T22:24:00.902Z","1.71","0.64","50","0",""
"EV1761264382669MC1COC","Adult","2","120","3.24","3.6","0","0","0","126.84","paid","confirmed","Moksha With Srinivas ""Sangamam"" New Zealand Tour 2025","Moksha Base & Shelz Media","","2025-10-24T00:06:22.677Z","3.72","3.12","120","0",""
"EV1761276413738R1XI8Q","General Admission","1","39","1.05","0.5","0","0","0","40.55","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-24T03:26:53.745Z","1.39","0.16","39","0",""
"EV17613497566646NLVUJ","Hamilton Samajam Memeber Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-24T23:49:16.687Z","1.15","0.16","29.99","0",""
"EV17613541396766PK9IN","General Admission","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-25T01:02:19.715Z","1.15","0.16","29.99","0",""
"EV1761375569246IUHFT1","Hamilton Samajam Memeber Special","2","54.99","1.48","1","0","0","0","57.47","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T06:59:29.275Z","1.85","0.63","54.99","0",""
"EV1761377355127OMNG56","ATMA Inc Tauranga Member Special","1","29.99","0.81","0.5","0","0","0","31.3","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T07:29:15.168Z","1.15","0.16","29.99","0",""
"EV1761378557567LXY7K0","ATMA Inc Tauranga Member Special","1","29.99","0.81","0.5","0","0","0","31.3","failed","failed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T07:49:17.594Z","1.15","0.16","29.99","0",""
"EV1761378758758Y64WQH","ATMA Inc Tauranga Member Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T07:52:38.795Z","1.15","0.16","29.99","0",""
"EV1761380361033DEI0CL","General Admission","1","39","1.05","0.5","0","0","0","40.55","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T08:19:21.064Z","1.39","0.16","39","0",""
"EV17613865652918Z5Z3Z","Hamilton Samajam Memeber Special","1","29.99","0.81","0.5","0","0","0","31.3","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T10:02:45.327Z","1.15","0.16","29.99","0",""
"EV1761415294092X1POHL","ATMA Inc Tauranga Member Special","5","149.95","4.05","2.5","0","0","0","156.5","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T18:01:34.142Z","4.53","2.02","149.95","0",""
"EV1761415708620ECFNWA","General Admission","2","64","1.73","1","0","0","0","66.73","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T18:08:28.627Z","2.1","0.63","64","0",""
"EV1761415952007W4OH6N","Partner’s Special","3","72","1.94","1.5","0","0","0","75.44","expired","expired"," Christchurch Kondattam 2025","Radio Lemon Live New Zealand & Green Estate Digital and Property management","","2025-10-25T18:12:32.036Z","2.34","1.1","72","0",""
"EV1761427515896X6T6MM","ATMA Inc Tauranga Member Special","2","59.98","1.62","1","0","0","0","62.6","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T21:25:15.901Z","1.99","0.63","59.98","0",""
"EV1761427519037114TZQ","ATMA Inc Tauranga Member Special","2","59.98","1.62","1","0","0","0","62.6","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T21:25:19.042Z","1.99","0.63","59.98","0",""
"EV1761427694260MZWJ86","ATMA Inc Tauranga Member Special","2","59.98","1.62","1","0","0","0","62.6","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T21:28:14.293Z","1.99","0.63","59.98","0",""
"EV1761429797425MZTS99","VIP tickets","1","50","1.35","0.5","0","0","0","51.85","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T22:03:17.451Z","1.7","0.15","50","0",""
"EV1761429826231MGH1IQ","VIP tickets","1","50","1.35","0.5","0","0","0","51.85","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T22:03:46.240Z","1.7","0.15","50","0",""
"EV1761429856934SXT0MJ","VIP tickets","1","50","1.35","0.5","0","0","0","51.85","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T22:04:16.939Z","1.7","0.15","50","0",""
"EV1761434130631G9KBSY","General Admission","1","39","1.05","0.5","0","0","0","40.55","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-25T23:15:30.678Z","1.39","0.16","39","0",""
"EV17614375998630C42QA","General Admission","4","128","3.46","2","0","0","0","133.46","expired","expired","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-26T00:13:19.907Z","3.9","1.56","128","0",""
"EV1761438703199JLLYSG","Hamilton Samajam Memeber Special","2","54.99","1.48","1","0","0","0","57.47","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-26T00:31:43.239Z","1.85","0.63","54.99","0",""
"EV176144156305368YDNZ","General Admission","2","78","2.11","1","0","0","0","81.11","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-26T01:19:23.090Z","2.49","0.62","78","0",""
"EV1761441636851OFRI5F","Hamilton Samajam Memeber Special","2","59.98","1.62","1","0","0","0","62.6","paid","confirmed","Hamilton Kondattam  2025","Radio Lemon Live New Zealand & Green Estate Digital Marketing and Property Management Limited","","2025-10-26T01:20:36.885Z","1.99","0.63","59.98","0",""
